run_id,collector,aws_account,technique_id,tactic,rep_index,start_ts_utc,end_ts_utc,warmup_status,detonate_status,revert_status,cleanup_status,expected_events,notes
17fa92c7-0756-4b82-9d55-aeb56cc15c28,nandan,268769775703,aws.persistence.lambda-backdoor-function,persistence,1,2026-07-15T08:47:09.153689+00:00,2026-07-15T08:52:33.648661+00:00,FAILED,,,FAILED - MANUAL CHECK NEEDED,AddPermission20150331v2,"warmup: TIMEOUT after 300s: Command '['.\\stratus.EXE', 'warmup', 'aws.persistence.lambda-backdoor-function']' timed out after 300 seconds | cleanup: ----------------------------------------------+--------+
| ID                                       | NAME                                                   | STATUS |
+------------------------------------------+--------------------------------------------------------+--------+
| aws.persistence.lambda-backdoor-function | Backdoor Lambda Function Through Resource-Based Policy | COLD   |
+------------------------------------------+--------------------------------------------------------+--------+"
1cb652d7-d2f0-4579-bf02-58fcb9737aea,nandan,268769775703,aws.persistence.iam-backdoor-user,persistence,1,2026-07-15T08:52:33.650237+00:00,2026-07-15T08:58:59.218676+00:00,ok,ok,ok,FAILED - MANUAL CHECK NEEDED,CreateAccessKey,"cleanup: orp/aws""],
  on main.tf line 9, in provider ""aws"":
   9: provider ""aws"" {


+-----------------------------------+-------------------------------------+--------+
| ID                                | NAME                                | STATUS |
+-----------------------------------+-------------------------------------+--------+
| aws.persistence.iam-backdoor-user | Create an Access Key on an IAM User | WARM   |
+-----------------------------------+-------------------------------------+--------+"
d9250b60-0348-4f3d-a9a3-28ce894e1aa1,nandan,268769775703,aws.persistence.lambda-backdoor-function,persistence,2,2026-07-15T08:58:59.220633+00:00,2026-07-15T08:59:29.826397+00:00,FAILED,,,FAILED - MANUAL CHECK NEEDED,AddPermission20150331v2,"warmup: 2026/07/15 14:28:59 Checking your authentication against AWS
2026/07/15 14:28:59 you are not authenticated against AWS, *or* you have not set your region. 

Troubleshooting:
1. Are you authenticated against AWS?
2. Do you have a region or default region set (whether in your AWS configuration file or in your environment)? If not, run 'export AWS_REGION=xxx' | cleanup: ----------------------------------------------+--------+
| ID                                       | NAME                                                   | STATUS |
+------------------------------------------+--------------------------------------------------------+--------+
| aws.persistence.lambda-backdoor-function | Backdoor Lambda Function Through Resource-Based Policy | COLD   |
+------------------------------------------+--------------------------------------------------------+--------+"
812d3088-16cd-47fe-8e94-c5f9267774da,nandan,268769775703,aws.persistence.lambda-backdoor-function,persistence,3,2026-07-15T08:59:29.827602+00:00,2026-07-15T09:05:46.536655+00:00,ok,ok,ok,ok,AddPermission20150331v2,
f9dcf32e-6542-444e-a8a7-819fff202e23,nandan,268769775703,aws.credential-access.ssm-retrieve-securestring-parameters,credential-access,1,2026-07-15T09:05:46.538188+00:00,2026-07-15T09:11:41.374853+00:00,ok,ok,ok,ok,DescribeParameters;GetParameters,
44fa7ff7-9a2d-4399-abd0-98d9393c73a4,nandan,268769775703,aws.credential-access.ec2-get-password-data,credential-access,3,2026-07-15T09:11:41.376748+00:00,2026-07-15T09:16:03.583956+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,
d8800d55-a82b-47b6-b7b3-d7ba82edb279,nandan,268769775703,aws.defense-evasion.cloudtrail-event-selectors,defense-evasion,3,2026-07-15T09:16:03.588270+00:00,2026-07-15T09:19:39.076534+00:00,ok,ok,ok,ok,PutEventSelectors,
4dff0343-ac77-4527-9287-c128c1b13d13,nandan,268769775703,aws.persistence.iam-create-admin-user,persistence,1,2026-07-15T09:19:39.078088+00:00,2026-07-15T09:21:26.888339+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,
d13afa40-8e96-4b60-94a5-52b5bad7e897,nandan,268769775703,aws.persistence.iam-create-admin-user,persistence,2,2026-07-15T09:21:26.889802+00:00,2026-07-15T09:22:53.823934+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,
ebe08ef8-0f1f-4fa8-ac8c-1c5bd646578d,nandan,268769775703,aws.persistence.iam-backdoor-user,persistence,3,2026-07-15T09:22:53.825374+00:00,2026-07-15T09:24:45.959827+00:00,ok,ok,ok,ok,CreateAccessKey,
506f4857-6b22-4ef8-a542-6f2c4e246823,nandan,268769775703,aws.defense-evasion.cloudtrail-stop,defense-evasion,1,2026-07-15T09:24:45.961333+00:00,2026-07-15T09:27:57.802158+00:00,ok,ok,ok,ok,StopLogging,
6f843d48-7574-481b-86f5-ad5f26786c0e,nandan,268769775703,aws.persistence.iam-create-backdoor-role,persistence,3,2026-07-15T09:27:57.803376+00:00,2026-07-15T09:29:14.663202+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,
1859a938-3205-4a30-8fa0-bd588e2e637b,nandan,268769775703,aws.credential-access.ssm-retrieve-securestring-parameters,credential-access,3,2026-07-15T09:29:14.664578+00:00,2026-07-15T09:33:03.526212+00:00,ok,ok,ok,ok,DescribeParameters;GetParameters,
b6ff65db-bb4a-4b60-9374-9163dbef0462,nandan,268769775703,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,1,2026-07-15T09:33:03.527551+00:00,2026-07-15T09:36:40.570289+00:00,ok,ok,ok,ok,UpdateLoginProfile,
edb8249e-4836-489f-a318-4c71e219e47d,nandan,268769775703,aws.defense-evasion.cloudtrail-stop,defense-evasion,2,2026-07-15T09:36:40.571562+00:00,2026-07-15T09:40:17.001005+00:00,ok,ok,ok,ok,StopLogging,
406c34f4-c4ab-479c-aa59-aa8ef09c590e,nandan,268769775703,aws.credential-access.ec2-get-password-data,credential-access,1,2026-07-15T09:40:17.002496+00:00,2026-07-15T09:43:15.022178+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,
4a0f5635-5a9c-467d-809d-b558db2d4527,nandan,268769775703,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,3,2026-07-15T09:43:15.023314+00:00,2026-07-15T09:45:55.255667+00:00,ok,ok,ok,ok,UpdateLoginProfile,
e12ff556-32c4-48a1-9959-704c4c290b5a,nandan,268769775703,aws.persistence.iam-create-backdoor-role,persistence,2,2026-07-15T09:45:55.257241+00:00,2026-07-15T09:48:03.005694+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,
88d2c1fa-67c4-4ebf-bd7d-1d8b1d9d5050,nandan,268769775703,aws.persistence.lambda-backdoor-function,persistence,1,2026-07-15T10:54:55.836029+00:00,2026-07-15T10:58:15.733698+00:00,ok,ok,ok,ok,AddPermission20150331v2,
